1|192.168.1.1|158.11419487
1|192.168.1.1|71.8729496002
1|192.168.1.1|107.896089554
1|192.168.1.1|95.8750247955
1|192.168.1.1|99.8840332031
1|192.168.1.1|103.877067566
1|192.168.1.1|95.8869457245
1|192.168.1.1|107.882976532
1|192.168.1.1|95.8828926086
1|192.168.1.1|95.8850383759
1|192.168.1.1|99.8799800873
1|192.168.1.1|107.901096344
1|192.168.1.1|95.841884613
1|192.168.1.1|99.8749732971
1|192.168.1.1|99.8809337616
1|192.168.1.1|103.897094727
1|192.168.1.1|87.8758430481
1|192.168.1.1|107.858896255
1|192.168.1.1|99.8871326447
1|192.168.1.1|95.8859920502
1|192.168.1.1|103.888988495
1|192.168.1.1|99.8840332031
1|192.168.1.1|95.8769321442
1|192.168.1.1|99.8919010162
1|192.168.1.1|99.8759269714
1|192.168.1.1|103.889942169
1|192.168.1.1|95.8921909332
1|192.168.1.1|103.883981705
1|192.168.1.1|95.8681106567
1|192.168.1.1|103.886127472
1|192.168.1.1|99.8799800873
1|192.168.1.1|91.8850898743
1|192.168.1.1|111.881017685
1|192.168.1.1|91.8750762939
1|192.168.1.1|99.8780727386
1|192.168.1.1|103.891134262
1|192.168.1.1|99.8821258545
1|192.168.1.1|95.8909988403
1|192.168.1.1|103.880882263
1|192.168.1.1|95.88098526
1|192.168.1.1|103.888034821
1|192.168.1.1|95.9241390228
1|192.168.1.1|103.805065155
1|192.168.1.1|95.8712100983
1|192.168.1.1|99.9050140381
1|192.168.1.1|103.872060776
1|192.168.1.1|95.8828926086
1|192.168.1.1|99.888086319
1|192.168.1.1|103.886127472
1|192.168.1.1|95.88098526
1|192.168.1.1|103.885889053
1|192.168.1.1|95.890045166
1|192.168.1.1|103.887081146
1|192.168.1.1|95.8850383759
1|192.168.1.1|99.8678207397
1|192.168.1.1|107.884883881
1|192.168.1.1|91.8920040131
1|192.168.1.1|99.8649597168
1|192.168.1.1|99.8749732971
1|192.168.1.1|99.8868942261
1|192.168.1.1|103.887081146
1|192.168.1.1|99.8840332031
1|192.168.1.1|95.8850383759
1|192.168.1.1|103.887081146
1|192.168.1.1|91.8769836426
